Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000),Share of workforce
2001,2713,Solicitors,1,3.5,34.21990862,0.003991397
2001,2721,Counsellors,1,5.2,13.51707177,0.001576626
2001,2722,Ministers of Religion,1,1.3,15.247908,0.00177851
2001,2723,Psychologists,1,0.5,11.07550964,0.001291843
2001,2724,Social Professionals,1,24.6,7.29362894,0.000850726
2001,2725,Social Workers,1,3.7,10.10133566,0.001178216
2001,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,11.94005164,0.001392683
2001,3111,Agricultural Technicians,2,73.1,2.39789835,0.00027969
2001,3112,Medical Technicians,2,61.7,13.6826736,0.001595942
2001,3113,Primary Products Inspectors,2,33.7,3.738233523,0.000436026
2001,3114,Science Technicians,2,55,18.22402744,0.002125643
2001,3121,"Architectural, Building and Surveying Technicians",2,45.3,42.22685321,0.004925324
2001,3122,Civil Engineering Draftspersons and Technicians,2,63,8.830232475,0.001029955
2001,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,6.280714213,0.00073258
2001,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,11.0172161,0.001285044
2001,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,7.054470898,0.000822831
2001,3126,Safety Inspectors,2,21.1,6.416965895,0.000748472
2001,3129,Other Building and Engineering Technicians,2,43.5,7.804043243,0.000910261
2001,3131,ICT Support Technicians,2,31,28.63966514,0.003340519
2001,3132,Telecommunications Technical Specialists,2,73.2,4.521991678,0.000527443
2001,3211,Automotive Electricians,3,59.2,6.554718378,0.00076454
2001,3212,Motor Mechanics,3,65.1,93.10133593,0.010859303
2001,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,3.899248335,0.000454807
2001,3222,Sheetmetal Trades Workers,3,80.7,7.43622044,0.000867358
2001,3223,Structural Steel and Welding Trades Workers,3,83.2,59.82447861,0.006977904
2001,3231,Aircraft Maintenance Engineers,3,52.4,12.99462357,0.001515688
2001,3232,Metal Fitters and Machinists,3,64.4,99.6827145,0.011626953
2001,3233,Precision Metal Trades Workers,3,55.8,7.472672163,0.00087161
2001,3234,Toolmakers and Engineering Patternmakers,3,79,7.604764495,0.000887017
2001,3241,Panelbeaters,3,80.7,19.46781898,0.002270719
2001,3242,Vehicle Body Builders and Trimmers,3,68.2,5.743624448,0.000669934
2001,3243,Vehicle Painters,3,79.6,9.932029703,0.001158468
2001,3311,Bricklayers and Stonemasons,3,83.1,30.76737485,0.003588695
2001,3312,Carpenters and Joiners,3,72,88.14345361,0.010281018
2001,3321,Floor Finishers,3,80.6,10.45405817,0.001219357
2001,3322,Painting Trades Workers,3,75.2,37.84159407,0.004413829
2001,3331,Glaziers,3,73,6.896482065,0.000804403
2001,3332,Plasterers,3,77.5,27.3939931,0.003195225
2001,3333,Roof Tilers,3,90,9.22571907,0.001076084
2001,3334,Wall and Floor Tilers,3,80.6,13.63721961,0.00159064
2001,3341,Plumbers,3,40.3,52.86149698,0.006165744
2001,3411,Electricians,3,27.7,85.41255555,0.009962487
2001,3421,Airconditioning and Refrigeration Mechanics,3,56.3,16.16279133,0.001885222
2001,3422,Electrical Distribution Trades Workers,3,7.3,6.214339765,0.000724838
2001,3423,Electronics Trades Workers,3,47.9,33.27330278,0.003880985
2001,3424,Telecommunications Trades Workers,3,44.8,24.81405459,0.002894302
2001,3511,Bakers and Pastrycooks,3,89,23.65804994,0.002759466
2001,3512,Butchers and Smallgoods Makers,3,86.4,16.85950816,0.001966486
2001,3513,Chefs,2,52.2,44.94493433,0.00524236
2001,3514,Cooks,3,86.2,42.39420406,0.004944843
2001,3611,Animal Attendants and Trainers,3,73.9,11.32314559,0.001320727
2001,3612,Shearers,3,61.8,5.542124153,0.000646431
2001,3622,Gardeners,3,66,38.68596714,0.004512316
2001,3623,Greenkeepers,3,66,11.65668989,0.001359632
2001,3624,Nurserypersons,3,66,6.675300198,0.000778604
2001,3911,Hairdressers,3,15.8,46.88655359,0.005468829
2001,3921,Print Finishers and Screen Printers,3,90.1,5.90447455,0.000688696
2001,3922,Graphic Pre-press Trades Workers,3,74.8,7.976523013,0.000930379
2001,3923,Printers,3,83,17.58941367,0.002051622
2001,3931,Canvas and Leather Goods Makers,3,69.9,3.93349808,0.000458802
2001,3932,Clothing Trades Workers,3,80.9,11.6838741,0.001362803
2001,3933,Upholsterers,3,39,5.747724058,0.000670412
2001,3941,Cabinetmakers,3,91.3,25.43313211,0.002966511
2001,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,10.24325948,0.00119477
2001,3991,Boat Builders and Shipwrights,3,76,6.214368798,0.000724842
2001,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,7.616733203,0.000888413
2001,3993,"Gallery, Library and Museum Technicians",2,90.7,6.202885498,0.000723502
2001,3994,Jewellers,3,95,5.701933233,0.000665071
2001,3995,Performing Arts Technicians,3,49.6,10.12049421,0.00118045
2001,3996,Signwriters,3,93.3,6.09114671,0.000710469
2001,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,10.93618114,0.001275592
2001,4111,Ambulance Officers and Paramedics,2,49.4,7.410899868,0.000864404
2001,4112,"Dental Hygienists, Technicians and Therapists",2,67,4.742697533,0.000553186
2001,4113,Diversional Therapists,3,9.1,3.365045255,0.000392498
2001,4116,Massage Therapists,2,27.2,5.082191953,0.000592785
2001,4117,Welfare Support Workers,2,12.7,30.64431922,0.003574341
2001,4211,Child Carers,4,8.4,80.88870353,0.009434827
2001,4221,Education Aides,4,56,49.52812663,0.005776941
2001,4231,Aged and Disabled Carers,4,55,78.95183294,0.009208911
2001,4233,Nursing Support and Personal Care Workers,4,47.4,44.68932392,0.005212545
2001,4234,Special Care Workers,4,9.3,2.299023543,0.000268157
2001,4311,Bar Attendants and Baristas,4,77,62.62621748,0.007304698
2001,4312,Cafe Workers,5,92.9,17.26459881,0.002013736
2001,4313,Gaming Workers,4,76.9,6.3765636,0.00074376
2001,4314,Hotel Service Managers,3,94,5.027058478,0.000586354
2001,4315,Waiters,4,93.6,83.00220486,0.009681345
2001,4319,Other Hospitality Workers,5,66.2,3.552924945,0.000414412
2001,4412,Fire and Emergency Workers,3,19,11.64337598,0.001358079
2001,4413,Police,2,10.4,44.84310639,0.005230482
2001,4421,Prison Officers,4,54.6,11.73090279,0.001368288
2001,4422,Security Officers and Guards,5,83.1,43.34768321,0.005056057
2001,4511,Beauty Therapists,4,35.1,14.38830039,0.001678246
2001,4512,Driving Instructors,3,13,3.443633478,0.000401664
2001,4513,Funeral Workers,2,39,2.937951573,0.000342682
2001,4514,"Gallery, Museum and Tour Guides",4,61,6.62714058,0.000772987
2001,4515,Personal Care Consultants,4,35.1,2.857950078,0.00033335
2001,4516,Tourism and Travel Advisers,4,45.6,21.46385248,0.002503535
2001,4517,Travel Attendants,3,35.4,11.08968602,0.001293497
2001,4518,Other Personal Service Workers,4,51.8,4.875753523,0.000568706
2001,4521,Fitness Instructors,4,8.3,9.49006823,0.001106918
2001,4522,Outdoor Adventure Guides,4,8.3,0.562129475,6.55666E-05
2001,4523,"Sports Coaches, Instructors and Officials",3,8.9,18.81855256,0.002194989
2001,4524,Sportspersons,3,40.3,5.89672419,0.000687792
2001,5111,"Contract, Program and Project Administrators",2,34.7,47.63029801,0.005555579
2001,5121,Office Managers,2,1.4,82.77869377,0.009655274
2001,5122,Practice Managers,2,60.2,6.842593643,0.000798117
2001,5211,Personal Assistants,3,85.1,72.50844418,0.008457357
2001,5212,Secretaries,3,95.4,125.4691573,0.014634673
2001,5311,General Clerks,4,96,103.581618,0.012081719
2001,5321,Keyboard Operators,4,95.1,114.8093784,0.013391321
2001,5411,Call or Contact Centre Workers,3,52.3,24.66713751,0.002877165
2001,5412,Information Officers,4,95.9,54.33785273,0.006337946
2001,5421,Receptionists,4,91.6,155.9196197,0.018186403
2001,5511,Accounting Clerks,4,97.2,152.2048526,0.017753114
2001,5512,Bookkeepers,4,97.7,125.0192836,0.0145822
2001,5513,Payroll Clerks,4,97,23.78257466,0.00277399
2001,5521,Bank Workers,4,97.8,68.09257994,0.007942292
2001,5522,Credit and Loans Officers,4,90.1,23.40043559,0.002729418
2001,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,24.92285459,0.002906992
2001,5611,Betting Clerks,5,76.9,3.138881358,0.000366118
2001,5612,Couriers and Postal Deliverers,5,77.8,40.45585948,0.004718756
2001,5613,Filing and Registry Clerks,5,94.5,13.12729988,0.001531163
2001,5614,Mail Sorters,5,77.2,19.16404012,0.002235286
2001,5615,Survey Interviewers,5,94,3.834395545,0.000447242
2001,5616,Switchboard Operators,5,96.1,11.74074668,0.001369436
2001,5619,Other Clerical and Office Support Workers,5,96.7,10.94517709,0.001276641
2001,5911,Purchasing and Supply Logistics Clerks,4,75.3,70.254083,0.008194409
2001,5912,Transport and Despatch Clerks,4,83.5,28.95286729,0.003377051
2001,5991,Conveyancers and Legal Executives,2,86.5,6.790867305,0.000792084
2001,5992,Court and Legal Clerks,3,87.5,9.83916816,0.001147637
2001,5993,Debt Collectors,4,95,9.100541198,0.001061484
2001,5994,Human Resource Clerks,4,90,9.302552263,0.001085046
2001,5995,Inspectors and Regulatory Officers,4,42.8,21.34449031,0.002489613
2001,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,6.454574238,0.000752859
2001,5997,Library Assistants,4,96.3,7.825530245,0.000912767
2001,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,14.01866332,0.001635131
2001,6111,"Auctioneers, and Stock and Station Agents",3,34.7,4.886207798,0.000569925
2001,6112,Insurance Agents,3,88.5,7.3270427,0.000854623
2001,6113,Sales Representatives,4,77.9,89.13449898,0.010396613
2001,6121,Real Estate Sales Agents,3,79.5,56.03403455,0.006535788
2001,6211,Sales Assistants (General),5,91.7,450.1055047,0.05250013
2001,6212,ICT Sales Assistants,5,92.3,14.36672505,0.001675729
2001,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,32.28074281,0.003765213
2001,6214,Pharmacy Sales Assistants,5,92.3,29.15423286,0.003400538
2001,6215,Retail Supervisors,4,28,22.26961142,0.002597519
2001,6216,Service Station Attendants,5,75.5,8.143687758,0.000949877
2001,6217,Street Vendors and Related Salespersons,5,94,14.30628474,0.001668679
2001,6219,Other Sales Assistants and Salespersons,5,96.2,5.619579145,0.000655466
2001,6311,Checkout Operators and Office Cashiers,5,96.9,114.0986176,0.013308418
2001,6391,Models and Sales Demonstrators,5,54.4,8.480598933,0.000989174
2001,6392,Retail and Wool Buyers,3,64.1,4.85705129,0.000566525
2001,6393,Telemarketers,5,99,12.99864835,0.001516157
2001,6394,Ticket Salespersons,5,93.2,14.73633389,0.00171884
2001,6395,Visual Merchandisers,4,28.4,6.915009868,0.000806564
2001,6399,Other Sales Support Workers,5,78.6,1.46897579,0.000171341
2001,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,4.106509065,0.000478982
2001,7112,Industrial Spraypainters,4,79.6,5.707592005,0.000665731
2001,7113,Paper and Wood Processing Machine Operators,4,80.1,13.35141764,0.001557304
2001,7114,Photographic Developers and Printers,4,67.1,6.080210398,0.000709193
2001,7115,Plastics and Rubber Production Machine Operators,4,87.9,17.25133247,0.002012189
2001,7116,Sewing Machinists,4,89,20.63271765,0.002406592
2001,7117,Textile and Footwear Production Machine Operators,4,71.7,10.48295036,0.001222727
2001,7119,Other Machine Operators,4,75.2,10.0655592,0.001174043
2001,7121,"Crane, Hoist and Lift Operators",4,72,10.27196755,0.001198118
2001,7122,"Drillers, Miners and Shot Firers",4,75,16.69729048,0.001947565
2001,7123,Engineering Production Workers,4,81.8,43.3551753,0.005056931
2001,7129,Other Stationary Plant Operators,4,61.7,17.66146335,0.002060026
2001,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,11.85427058,0.001382677
2001,7212,Earthmoving Plant Operators,4,93.2,47.07211562,0.005490473
2001,7213,Forklift Drivers,4,91,45.57050442,0.005315326
2001,7219,Other Mobile Plant Operators,4,82.1,8.891469363,0.001037098
2001,7311,Automobile Drivers,4,78.7,33.26719923,0.003880273
2001,7312,Bus and Coach Drivers,4,82.3,26.40632182,0.003080023
2001,7313,Train and Tram Drivers,4,75.8,8.12569462,0.000947778
2001,7321,Delivery Drivers,4,78.7,36.53936762,0.004261938
2001,7331,Truck Drivers,4,78.4,153.006298,0.017846595
2001,7411,Storepersons,4,76.4,67.14998964,0.007832349
2001,8111,Car Detailers,5,37,15.11954182,0.001763537
2001,8112,Commercial Cleaners,5,65.5,147.83552,0.017243477
2001,8113,Domestic Cleaners,5,69,25.88366008,0.00301906
2001,8114,Housekeepers,5,70.6,16.25610574,0.001896106
2001,8115,Laundry Workers,5,73.1,17.1437106,0.001999636
2001,8116,Other Cleaners,5,78.5,16.15930213,0.001884815
2001,8211,Building and Plumbing Labourers,5,85.8,39.66787074,0.004626845
2001,8212,Concreters,5,90,25.02190641,0.002918545
2001,8213,Fencers,4,85.6,6.131499345,0.000715176
2001,8214,Insulation and Home Improvement Installers,4,67.3,13.15953048,0.001534922
2001,8215,Paving and Surfacing Labourers,5,87.2,8.687797393,0.001013341
2001,8216,Railway Track Workers,4,87.2,4.213835288,0.0004915
2001,8217,Structural Steel Construction Workers,4,77.7,10.03313968,0.001170261
2001,8219,Other Construction and Mining Labourers,5,56.7,4.695217538,0.000547648
2001,8311,Food and Drink Factory Workers,5,74.2,22.62348549,0.002638794
2001,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,11.6803286,0.001362389
2001,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,13.5624761,0.001581922
2001,8321,Packers,5,60.1,72.30999279,0.008434209
2001,8322,Product Assemblers,5,95.2,46.56314261,0.005431107
2001,8393,Product Quality Controllers,4,97,22.11415723,0.002579387
2001,8394,Timber and Wood Process Workers,5,79.4,9.034539625,0.001053785
2001,8399,Other Factory Process Workers,5,81.8,9.874860438,0.0011518
2001,8413,Forestry and Logging Workers,4,81.8,4.622140113,0.000539125
2001,8414,Garden and Nursery Labourers,5,95,46.51913607,0.005425974
2001,8415,Livestock Farm Workers,5,61.8,37.58544909,0.004383952
2001,8419,"Other Farm, Forestry and Garden Workers",5,67.5,7.532317063,0.000878567
2001,8511,Fast Food Cooks,5,82.8,22.00872808,0.002567089
2001,8512,Food Trades Assistants,5,84.3,6.03575664,0.000704008
2001,8513,Kitchenhands,5,84.3,100.3615101,0.011706127
2001,8911,Freight and Furniture Handlers,5,76.7,10.66606097,0.001244085
2001,8912,Shelf Fillers,5,64,56.93735543,0.006641151
2001,8992,Deck and Fishing Hands,4,69.4,9.45357125,0.001102661
2001,8993,Handypersons,5,65.4,29.23900166,0.003410426
2001,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,11.04948416,0.001288808
2001,8995,Printing Assistants and Table Workers,4,80.4,5.864678848,0.000684054
2001,8996,Recycling and Rubbish Collectors,5,78,4.321878505,0.000504102
2001,8997,Vending Machine Attendants,5,89.2,3.789024825,0.00044195
2001,8999,Other Miscellaneous Labourers,5,75.1,38.88579092,0.004535623
2001,2111,"Actors, Dancers and Other Entertainers",1,21.4,5.098543963,0.000594692
2001,4114,Enrolled and Mothercraft Nurses,2,5.8,23.09823144,0.002694169
2001,8991,Caretakers,5,66,6.139674908,0.000716129
2001,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,13.5217828,0.001577175
2001,3621,Florists,3,40,5.635826338,0.000657361
2001,4232,Dental Assistants,4,60.1,14.2821649,0.001665866
2001,1341,Child Care Centre Managers,1,1.5,7.30880753,0.000852496
2001,3613,Veterinary Nurses,3,42.6,4.933016703,0.000575385
2002,1111,Chief Executives and Managing Directors,1,14,27.44436809,0.00313918
2002,1112,General Managers,1,14,24.10701931,0.002757443
2002,1211,Aquaculture Farmers,1,31.2,2.22132568,0.000254083
2002,1212,Crop Farmers,1,51,57.02166756,0.006522332
2002,1213,Livestock Farmers,1,37.4,107.0845228,0.012248692
2002,1214,Mixed Crop and Livestock Farmers,1,59,57.47939121,0.006574688
2002,1311,"Advertising, Public Relations and Sales Managers",1,1.5,90.87552919,0.010394652
2002,1321,Corporate Services Managers,1,38.9,7.83694243,0.000896416
2002,1322,Finance Managers,1,6.9,42.49312714,0.004860508
2002,1323,Human Resource Managers,1,11.3,19.76883599,0.002261227
2002,1324,Policy and Planning Managers,1,25,14.19170042,0.001623295
2002,1325,Research and Development Managers,1,1.7,8.167616888,0.00093424
2002,1331,Construction Managers,1,9.5,47.18012698,0.005396623
2002,1332,Engineering Managers,1,25,6.571251158,0.000751642
2002,1333,"Importers, Exporters and Wholesalers",1,23.9,17.24212159,0.001972212
2002,1334,Manufacturers,1,3,20.67368251,0.002364726
2002,1335,Production Managers,1,5.5,44.5546412,0.005096311
2002,1336,"Supply, Distribution and Procurement Managers",1,59,17.42289272,0.00199289
2002,1341,Child Care Centre Managers,1,1.5,6.592295035,0.000754049
2002,1342,Health and Welfare Services Managers,1,5,8.138674653,0.000930929
2002,1343,School Principals,1,0.7,12.45098792,0.001424186
2002,1344,Other Education Managers,1,0.7,6.075739813,0.000694964
2002,1351,ICT Managers,1,3.5,29.44453381,0.003367966
2002,1391,Commissioned Officers (Management),1,25,1.17825283,0.000134773
2002,1399,Other Specialist Managers,1,13.1,25.2427483,0.002887351
2002,1411,Cafe and Restaurant Managers,2,8.3,53.24113001,0.006089901
2002,1412,Caravan Park and Camping Ground Managers,2,25,6.553564473,0.000749619
2002,1413,Hotel and Motel Managers,2,0.4,20.24687808,0.002315907
2002,1414,Licensed Club Managers,2,25,6.51103899,0.000744755
2002,1419,Other Accommodation and Hospitality Managers,2,26.1,7.760923728,0.000887721
2002,1421,Retail Managers,2,16.1,221.5436596,0.025340917
2002,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,8.124240123,0.000929278
2002,1492,Call or Contact Centre and Customer Service Managers,2,49.9,21.68568697,0.002480483
2002,1493,Conference and Event Organisers,2,4.9,11.43360684,0.001307815
2002,1494,Transport Services Managers,2,59,10.98609762,0.001256627
2002,1499,"Other Hospitality, Retail and Service Managers",2,26.4,46.12829912,0.005276312
2002,2111,"Actors, Dancers and Other Entertainers",1,21.4,4.895574045,0.000559972
2002,2112,Music Professionals,1,5.2,11.81374021,0.001351296
2002,2113,Photographers,1,2.1,6.73183789,0.00077001
2002,2114,Visual Arts and Crafts Professionals,1,16.5,15.87161675,0.001815449
2002,2121,"Artistic Directors, and Media Producers and Presenters",1,10,9.779605193,0.001118624
2002,2122,"Authors, and Book and Script Editors",1,38.5,3.842577655,0.000439527
2002,2123,"Film, Television, Radio and Stage Directors",1,8.5,6.59525409,0.000754388
2002,2124,Journalists and Other Writers,1,17,17.01711219,0.001946475
2002,2211,Accountants,1,94.3,135.5253018,0.015501845
2002,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,12.05452937,0.001378838
2002,2221,Financial Brokers,2,36,17.81516169,0.002037759
2002,2222,Financial Dealers,1,20.5,20.67743143,0.002365155
2002,2223,Financial Investment Advisers and Managers,1,43.8,37.72702203,0.004315345
2002,2231,Human Resource Professionals,1,24.8,41.01960014,0.004691961
2002,2232,ICT Trainers,1,1.4,3.912284095,0.0004475
2002,2233,Training and Development Professionals,1,1.4,18.74774852,0.002144431
2002,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,4.063648143,0.000464814
2002,2242,"Archivists, Curators and Records Managers",1,56,2.984322473,0.000341357
2002,2243,Economists,1,43,3.449320135,0.000394545
2002,2244,Intelligence and Policy Analysts,1,23,10.07114564,0.001151972
2002,2245,Land Economists and Valuers,1,67.6,8.934536018,0.001021963
2002,2246,Librarians,1,59.5,8.887812215,0.001016618
2002,2247,Management and Organisation Analysts,1,10.9,33.77230759,0.003862991
2002,2249,Other Information and Organisation Professionals,1,35.2,8.563140663,0.000979481
2002,2251,Advertising and Marketing Professionals,1,58.2,27.00408732,0.003088819
2002,2252,ICT Sales Professionals,1,15.1,8.614335018,0.000985337
2002,2253,Public Relations Professionals,1,18,12.70520174,0.001453264
2002,2254,Technical Sales Representatives,1,21.7,21.43868339,0.002452229
2002,2311,Air Transport Professionals,1,25.5,8.781685923,0.001004479
2002,2312,Marine Transport Professionals,1,20,11.43469079,0.001307939
2002,2321,Architects and Landscape Architects,1,2.2,18.36802832,0.002100998
2002,2322,Surveyors and Spatial Scientists,1,48.7,7.610862493,0.000870556
2002,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,6.063394005,0.000693552
2002,2324,"Graphic and Web Designers, and Illustrators",1,7.3,31.62797417,0.003617715
2002,2325,Interior Designers,1,15.1,6.008768833,0.000687303
2002,2326,Urban and Regional Planners,1,13,8.55782732,0.000978873
2002,2331,Chemical and Materials Engineers,1,1.8,3.129277105,0.000357937
2002,2332,Civil Engineering Professionals,1,1.9,31.81225857,0.003638794
2002,2333,Electrical Engineers,1,10,11.56323741,0.001322642
2002,2334,Electronics Engineers,1,12.9,4.635482833,0.000530222
2002,2335,"Industrial, Mechanical and Production Engineers",1,2.1,20.72016914,0.002370043
2002,2336,Mining Engineers,1,12,4.105640873,0.000469617
2002,2339,Other Engineering Professionals,1,2.2,6.51439742,0.000745139
2002,2341,Agricultural and Forestry Scientists,1,1.1,6.703525678,0.000766772
2002,2342,"Chemists, and Food and Wine Scientists",1,6.6,7.500763478,0.000857963
2002,2343,Environmental Scientists,1,8.6,13.88210436,0.001587882
2002,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,8.76671491,0.001002767
2002,2345,Life Scientists,1,4.3,7.076188355,0.000809398
2002,2346,Medical Laboratory Scientists,1,59.8,15.69724571,0.001795504
2002,2347,Veterinarians,1,3.8,4.6582631,0.000532828
2002,2349,Other Natural and Physical Science Professionals,1,16.1,5.596322018,0.000640126
2002,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,13.95923616,0.001596705
2002,2412,Primary School Teachers,1,5.7,130.7105592,0.014951118
2002,2414,Secondary School Teachers,1,0.8,129.7161661,0.014837376
2002,2415,Special Education Teachers,1,1.1,10.00289953,0.001144166
2002,2422,Vocational Education Teachers,1,5.3,33.23010973,0.003800973
2002,2491,Education Advisers and Reviewers,1,0.4,12.23032581,0.001398946
2002,2492,Private Tutors and Teachers,1,11.9,23.79972825,0.002722294
2002,2493,Teachers of English to Speakers of Other Languages,1,17.1,2.811698758,0.000321612
2002,2512,Medical Imaging Professionals,1,30.2,8.98337066,0.001027548
2002,2513,Occupational and Environmental Health Professionals,1,12,9.820781163,0.001123334
2002,2514,Optometrists and Orthoptists,1,14,5.156786678,0.000589851
2002,2515,Pharmacists,1,1.2,12.86240059,0.001471245
2002,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,3.479414605,0.000397987
2002,2521,Chiropractors and Osteopaths,1,0.8,3.16197615,0.000361678
2002,2522,Complementary Health Therapists,1,2.5,7.158841403,0.000818853
2002,2523,Dental Practitioners,1,0.5,8.032021035,0.00091873
2002,2524,Occupational Therapists,1,0.8,5.670959463,0.000648664
2002,2525,Physiotherapists,1,2.1,10.67719889,0.001221294
2002,2526,Podiatrists,1,0.8,0.77529584,8.8681E-05
2002,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,5.084296863,0.000581559
2002,2611,ICT Business and Systems Analysts,1,0.7,23.58361592,0.002697574
2002,2613,Software and Applications Programmers,1,27.3,80.17111897,0.009170245
2002,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,30.6323503,0.003503832
2002,2631,Computer Network Professionals,1,3,20.84134068,0.002383903
2002,2633,Telecommunications Engineering Professionals,1,2.5,6.673057713,0.000763287
2002,2711,Barristers,1,3.5,3.67984188,0.000420913
2002,2712,Judicial and Other Legal Professionals,1,11.8,7.04806485,0.000806182
2002,2713,Solicitors,1,3.5,37.87406498,0.004332164
2002,2721,Counsellors,1,5.2,12.63343298,0.001445055
2002,2722,Ministers of Religion,1,1.3,16.97558461,0.001941725
2002,2723,Psychologists,1,0.5,12.27902701,0.001404517
2002,2724,Social Professionals,1,24.6,7.178409148,0.000821091
2002,2725,Social Workers,1,3.7,9.01463927,0.001031125
2002,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,12.95074357,0.00148135
2002,3111,Agricultural Technicians,2,73.1,2.39569382,0.000274028
2002,3112,Medical Technicians,2,61.7,14.68420602,0.001679629
2002,3113,Primary Products Inspectors,2,33.7,5.758120823,0.000658633
2002,3114,Science Technicians,2,55,18.20727309,0.00208261
2002,3121,"Architectural, Building and Surveying Technicians",2,45.3,40.28091265,0.004607468
2002,3122,Civil Engineering Draftspersons and Technicians,2,63,7.823481555,0.000894876
2002,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,6.517332358,0.000745475
2002,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,9.962506588,0.001139545
2002,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,5.698974378,0.000651868
2002,3126,Safety Inspectors,2,21.1,5.85078378,0.000669233
2002,3129,Other Building and Engineering Technicians,2,43.5,7.674078805,0.000877787
2002,3131,ICT Support Technicians,2,31,29.35033908,0.003357192
2002,3132,Telecommunications Technical Specialists,2,73.2,4.089088543,0.000467724
2002,3211,Automotive Electricians,3,59.2,7.202321203,0.000823826
2002,3212,Motor Mechanics,3,65.1,94.30034064,0.010786393
2002,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,4.490747705,0.000513667
2002,3222,Sheetmetal Trades Workers,3,80.7,8.807228043,0.001007401
2002,3223,Structural Steel and Welding Trades Workers,3,83.2,61.49063182,0.007033507
2002,3231,Aircraft Maintenance Engineers,3,52.4,10.09824061,0.001155071
2002,3232,Metal Fitters and Machinists,3,64.4,92.48680739,0.010578955
2002,3233,Precision Metal Trades Workers,3,55.8,7.758154668,0.000887404
2002,3234,Toolmakers and Engineering Patternmakers,3,79,7.516833905,0.000859801
2002,3241,Panelbeaters,3,80.7,17.05583433,0.001950904
2002,3242,Vehicle Body Builders and Trimmers,3,68.2,4.564410888,0.000522093
2002,3243,Vehicle Painters,3,79.6,11.72797699,0.001341486
2002,3311,Bricklayers and Stonemasons,3,83.1,31.04377279,0.003550892
2002,3312,Carpenters and Joiners,3,72,88.14750001,0.010082611
2002,3321,Floor Finishers,3,80.6,10.94406272,0.001251819
2002,3322,Painting Trades Workers,3,75.2,38.33245798,0.004384597
2002,3331,Glaziers,3,73,8.321239513,0.000951812
2002,3332,Plasterers,3,77.5,27.32125692,0.003125098
2002,3333,Roof Tilers,3,90,8.220137248,0.000940247
2002,3334,Wall and Floor Tilers,3,80.6,13.33257307,0.001525025
2002,3341,Plumbers,3,40.3,55.95455339,0.006400272
2002,3411,Electricians,3,27.7,94.53635217,0.010813389
2002,3421,Airconditioning and Refrigeration Mechanics,3,56.3,16.98878324,0.001943235
2002,3422,Electrical Distribution Trades Workers,3,7.3,7.054821263,0.000806954
2002,3423,Electronics Trades Workers,3,47.9,37.64090793,0.004305495
2002,3424,Telecommunications Trades Workers,3,44.8,23.13009627,0.002645699
2002,3511,Bakers and Pastrycooks,3,89,23.23095471,0.002657236
2002,3512,Butchers and Smallgoods Makers,3,86.4,19.2546642,0.002202414
2002,3513,Chefs,2,52.2,44.04526758,0.005038047
2002,3514,Cooks,3,86.2,33.05001514,0.003780373
2002,3611,Animal Attendants and Trainers,3,73.9,12.33644619,0.001411085
2002,3612,Shearers,3,61.8,4.725527633,0.000540522
2002,3621,Florists,3,40,6.01283422,0.000687768
2002,3622,Gardeners,3,66,46.99062264,0.005374947
2002,3623,Greenkeepers,3,66,13.14624586,0.001503712
2002,3624,Nurserypersons,3,66,6.253686048,0.000715318
2002,3911,Hairdressers,3,15.8,49.3342781,0.005643022
2002,3921,Print Finishers and Screen Printers,3,90.1,7.335637285,0.000839075
